29378992,40295,6066,0,354,60669,0,0,0,48,0,151,174,5046,96,324,161,462,1506,540,88,552,0,144,246,342,10256,80,80,2415,1644,104,24,46,48,29,4942,8400,0,1786,0,133090,30016,119955,132945,0,76002,1534,24,800,53618,545,0,0,0,1735,22458,22,11,0,80,3382,18,80,800,720,90,177,2488,0,0,4515
29379621,4161,192,24,72,84,0,0,141,0,0,0,0,292,42,267,0,376,0,0,0,0,0,0,0,0,0,0,0,776,357,208,18,92,0,2249,475,820,0,0,79,431,980,537,4487,0,2846,221,0,8,15,30769,0,1065,0,0,0,0,0,0,0,121,114,24,0,8,0,0,1034,0,0,0
29379639,842,38,3822,338,73,0,0,78762,598,0,0,0,6,12,329,0,46789,6,0,0,6,0,18,0,119,732,112,112,2919,12,1261,0,0,6,10584,0,5524,0,0,2,4505,164,44303,34293,20,15545,192,48,20,1056,1040,0,29,1728,264,12741,6,0,0,172,0,3577,660,4,4,45,0,0,0,0,40
29595514,5088497,592187,3234,142944,560142,53006,33093,1774,1487,66,0,2496,97025,49214,620602,8,19758,5050,312,235,16758,996,48920,9616,40762,44864,1144,1154,34527,116,326,2578,0,294,461941,0,255204,0,117059,14250,269209,37024,796943,2352717,240,1549362,2574,2352,5364,120954,15,22,139839,53664,1440,12432,61,0,0,3376,3074,8896,2640,1444,5584,90,406,447,0,0,2765
29379626,135462,94538,0,1798,10291,0,1598,24,0,0,857,312,16912,4259,6538,622,573,2444,60,181,5277,90,222,324,150,0,160,24,2009,5752,462,90,46,1470,1508,2055,0,24,0,485,10611,8072,34282,2765,0,35151,1296,4704,404,2179,19178,0,696,1440,0,0,0,0,0,4,3682,6,4,0,480,0,0,1025,0,0,1556
29379862,144371,47645,66,15582,28535,135,0,36,6,270,706,0,10878,2262,9996,925,328,4644,1842,1639,17640,294,1500,0,2046,720,80,16,56,72,208,144,138,4704,12558,663,17764,24,0,9092,9081,8608,72677,85479,0,217099,48,4704,244,3525,15,1431,1973,8160,0,0,829,0,5052,480,204,306,640,160,240,0,63,747,0,0,2765
40007881,42286,6586,24,5292,24625,0,0,24,0,1176,571,6,920,2940,424,571,0,316,906,753,4121,108,1176,0,622,4,0,0,32,12,0,426,0,0,1264,0,0,0,0,323,4765,464,5880,14401,0,13652,32,0,16,450,0,6,0,320,0,0,8,2,4,0,307,0,84,336,4,0,0,0,0,0,0
29799562,114010,37081,138,1707,8271,2089,1427,240,108,0,70,6,1659,886,16330,0,144,2153,390,4,1307,0,282,0,1350,0,64,10,440,127,64,72,0,0,8788,32,0,0,0,261,8432,1480,12632,98641,0,159313,56,0,0,24177,20247,11,7536,3288,0,1125,0,0,0,160,381,372,180,0,240,0,0,7255,0,0,173
29379695,549158,49238,54,12124,61054,455,0,882,0,126,8805,2244,82484,9224,25343,8491,184,7367,4223,3299,17976,4542,762,3654,1170,0,64,56,1193,0,69,2334,46,6792,1360,411,720,0,4704,3233,6240,36680,28460,12537,84,213898,1716,32046,80,13673,5426,52,0,0,45,0,301,0,0,199,620,113,0,164,320,0,120,498,0,0,3476
29379067,20607,38117,0,1470,29439,0,0,0,0,0,756,2580,3291,1074,336,5459,120,1278,354,3954,414,0,0,180,96,0,0,24,80,12,0,18,0,3239,24745,24,0,1674,899,169,503,728,0,280,0,1022,0,5292,80,419,0,0,0,0,0,0,0,0,0,0,351,0,4168,0,244,0,0,91,0,0,77
29379676,448,152,0,0,208,0,0,5,0,0,0,0,204,0,0,0,473,0,0,0,0,0,0,0,0,0,0,80,4000,2125,56,0,23,0,15266,2518,0,0,0,185,4196,6472,65611,32370,0,36073,480,0,0,939,0,0,0,0,0,0,0,0,4,0,1315,0,592,0,4,0,2765,11721,0,0,77
29379116,41748,35280,0,180,72103,0,0,0,0,0,1503,72,3485,618,420,2640,858,152,0,6031,222,228,78,720,30,0,0,310,1144,411,858,204,46,72,37588,417,0,0,390,1099,7628,8720,6326,29923,4,17133,64,10584,960,4966,0,0,0,0,0,0,4323,57,0,2520,927,48,644,800,2164,0,407,747,0,0,4320
29379610,181693,25583,294,6784,20912,0,0,252,0,0,2350,3012,15288,1050,6762,1692,0,348,3540,1297,12936,1656,36,216,1698,0,40,16,224,36,0,132,0,120,98,514,0,0,32340,0,5384,5040,29234,45887,0,32670,96,7350,640,8291,8943,1565,8300,5360,910,7155,44,0,0,400,79,1470,7840,0,160,405,20,0,0,0,1556
29379830,92848,37111,0,1517,26771,0,0,0,0,0,0,0,6420,685,1131,0,26,24,48,2,2543,54,48,0,24,0,8,16,360,822,0,120,0,0,3810,1643,800,0,0,192,3610,1732,5702,1229,0,56630,237,5,84,668,2495,0,0,0,0,0,0,0,0,4,1239,4,0,0,400,0,0,62,0,0,0
29379283,39573,17981,0,11956,8381,0,0,24,5,0,3187,5825,8493,714,1216,1180,1082,9203,2687,1005,11879,2400,1512,1734,2573,0,183,80,333,814,398,600,230,1230,18122,2261,16,761,3234,5162,224975,32420,116210,46059,8,382680,589,294,328,5283,2256,252,3,724,0,0,1522,0,248,2252,52623,18,10836,488,240,0,103,50319,0,0,16148
29379684,75594,30153,0,1619,16366,0,0,0,0,168,907,354,4399,347,330,191,1912,17988,270,5081,713,72,96,318,702,0,0,0,1698,8626,1149,66,23,1920,2409,6573,0,534,1338,1569,5956,25200,6876,63996,0,343389,604,0,0,2457,45,2840,0,0,0,0,0,0,0,244,3092,0,800,80,4,0,0,1511,0,0,0
29379651,2953819,938640,2638,765487,764608,25106,29934,1176,50844,432,112,1992,58135,25027,120850,1577,29669,2864,2358,2021,38534,2424,1386,2004,28513,320,4439,1494,38288,24,2007,480,0,4133,256439,104,32160,0,3072,44,3081,6336,487196,968773,0,442020,1716,10584,248,64730,19849,0,2387,1360,1860,83475,0,0,0,1200,6,5292,0,328,920,270,80,577,0,0,1556
29379820,804602,556329,0,22805,122812,0,0,0,2661,468,1120,5109,118729,5287,63486,2529,0,7170,5897,2360,19674,4079,1086,402,2766,0,0,0,705,8922,0,2320,5,438,1228,417,21648,654,2757,89,7393,30228,53878,130272,0,589428,447,18816,0,8501,18235,0,535,7136,0,0,2013,0,0,100,0,0,4,0,5120,0,0,0,0,0,173
29379646,24546,3276,882,6824,4163,6379,695,5045,4151,0,0,6,2681,748,3020,4,9858,78,12,0,1206,0,240,437,324,14832,1746,10,7326,36,301,198,0,78,183069,443,11396,0,0,1261,1756,6580,656802,214930,0,166868,306,24,1060,2989,0,0,629,4900,0,27732,52,0,4,105,863,907,704,28,80,0,76,0,0,0,0
29379556,747108,153461,54,73952,208582,0,0,0,0,0,4,11993,29069,4572,89243,1871,784,11020,16252,9098,30172,2724,6218,2249,16366,1764,0,80,445,411,348,3484,46,0,39473,241,1524,0,1176,2348,30231,10008,506255,340775,0,231260,948,0,1309,24342,24590,660,10075,0,0,0,322,0,324,804,2233,459,2444,196,230,0,174,279,0,0,0
29563817,22262,1857,5,964,1525,0,0,0,0,0,321,6,520,240,324,6,87,335,2,430,480,158,168,0,438,0,64,96,110,42,314,48,241,0,16258,545,12229,0,0,3666,50078,53404,135831,2334,0,279551,30,0,2964,17482,150329,700,97,6316,0,0,0,61,12568,740,217,45,5888,520,124,0,0,458,0,0,0
29379815,440871,38450,588,2092,8285,694,0,294,0,0,24,144,5907,762,120716,0,1154,1200,0,197,4420,0,180,294,2651,0,1435,291,2308,106,318,738,0,0,36327,1964,0,0,0,2360,59561,60208,155782,704801,0,552697,1430,22638,0,173764,162785,0,89923,25872,0,0,0,560,0,1512,1842,897,9740,0,900,0,83,273,0,0,17991
29379625,211552,33210,318,5526,15968,0,9,84,0,0,463,6108,6334,6625,15298,501,125,2634,1799,1581,10390,294,1152,149,14194,12520,72,8,210,140,80,179,0,3528,690,453,80480,0,17356,163,19109,16448,23699,19198,720,83431,880,13230,5452,6236,92,17,3464,25424,2272,7287,88,28,5136,4456,441,348,4500,4536,5212,1760,0,136,0,0,8468
40016990,1327998,31752,0,1017534,39984,0,0,0,1176,0,0,1470,1176,1764,10878,0,0,588,1176,0,35280,0,1470,1764,1470,0,0,0,0,12,0,294,0,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29379641,2093,0,882,1833,401,0,17005,2950,11256,0,0,156,887,126,1490,0,1154,48,0,0,228,0,0,6,6,736,168,56,3183,24,48,90,0,0,39614,199,748,0,30,2321,3052,1852,70225,109754,400,34228,582,54,1040,16348,1363,0,3346,348,270,795,52,0,0,1784,94,1490,320,188,1736,765,106,77,0,0,692
29379865,31178,3458,6,742,542,43,0,0,0,192,274,0,178,161,2891,0,144,40,688,410,828,0,438,0,0,0,16,8,301,13,24,312,0,68,0,12,10804,0,0,0,214,872,8403,371,0,10027,40,4704,0,2552,0,0,154,2484,20,0,0,0,984,8,7,6,0,0,24,90,0,112,0,0,692
29379622,147000,936,588,6666,17640,0,0,0,0,12,0,2436,2940,36,978,8,24,342,12,16,7944,6,0,48,12,0,0,0,661,0,8,0,46,0,5338,0,21760,0,0,361,12848,2816,76861,34513,0,86308,8,0,0,540,22415,0,20525,1440,0,0,0,0,0,0,6,882,320,0,0,0,0,35,0,0,0
29379566,316,2073,0,36,48,0,0,0,0,0,0,0,78,0,18,0,104,0,12,0,36,0,6,0,0,0,0,0,205,24,40,12,46,0,972,0,0,0,0,21,1140,1272,360,1870,0,10837,0,24,0,4,0,0,0,0,0,0,19,0,0,29,6,0,0,0,0,0,0,289,0,0,173
29563820,15026,5307,24,108,2680,0,0,0,0,0,0,66,966,12,162,0,866,132,0,178,396,0,0,0,0,0,168,318,126,1748,96,0,23,0,0,3292,40624,0,0,0,44727,46832,331635,118235,0,683323,372,0,800,4703,1295,0,0,10832,1956,18534,1220,1177,3216,0,47943,672,816,0,0,1082,0,2485,0,0,3764
29379692,139875,21783,294,6179,8259,0,0,0,12,0,182,3822,2651,1205,7654,280,24,5586,198,2837,6772,0,24,144,366,9432,24,16,572,58,16,90,0,6,1310,12,14676,0,0,65,25452,5712,37890,50571,0,34871,13,2646,4,2764,19020,2649,7227,11968,180,0,19,0,4,0,9,887,96,0,84,0,0,0,0,0,308
29379682,198941,59113,0,5489,14109,0,0,0,0,0,35,36,5601,816,5728,16,948,1464,30,83,5446,0,84,0,204,0,0,8,950,822,352,107,0,0,10937,411,22148,0,0,1357,1203,4149,21178,20414,0,257864,133,2352,496,1881,45997,0,0,348,49,3,0,2,0,16,3252,0,88,80,4,45,0,42,0,0,0
29563834,55082,5688,593,5284,4454,0,0,39,12,0,437,2377,5703,676,3879,1229,10,1186,303,788,3475,294,96,210,1215,2568,42,0,41,366,0,36,0,0,3386,417,2356,0,0,2327,15363,34648,253687,431494,0,371718,10,5,8,26831,52671,1440,228962,2372,0,776,46,16,0,340,24,363,1220,600,184,0,0,561,0,0,346
29379687,127,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,32,95,36,511,0,143,0,2795,447,0,0,0,48,1629,348,107,0,0,5583,211,0,228,58,1684,0,0,0,0,0,152,0,4,0,164,0,338,0,84,0,0,67,0,0,0
29563495,65737,38861,48,5378,15636,0,0,11,0,0,2050,2470,20012,1768,3837,1614,2870,4791,1260,1737,8906,2141,678,3688,964,0,184,136,1716,1644,1149,191,436,1230,0,3287,0,264,23243,0,85078,87788,622055,254938,436,1193491,1026,14700,1200,14705,17144,639,3505,11024,24226,40026,4667,194,1152,6888,4390,240,17876,2344,560,6075,103,9720,0,0,17280
29379673,125553,17538,0,1287,15540,460,0,0,0,0,0,60,6230,3317,42489,0,0,1530,0,48,1435,889,42,318,660,0,400,0,69,12,0,48,0,3251,634,149,2400,0,0,217,11044,2608,42164,778,0,101918,5,14406,244,7131,84377,0,1794,2452,0,3,0,4,4,84,41,0,0,0,1412,0,23,119,0,0,692
29379633,100123,7081,593,7958,0,3825,450,9744,2063,0,0,0,1848,830,7086,0,16938,0,0,0,852,36,0,162,252,0,2584,248,18597,24,922,6,0,0,96105,138,22368,0,0,3937,3550,10400,481410,273486,0,172126,2318,0,444,19829,52,0,3261,1468,0,0,142,0,0,512,354,2673,1408,320,328,0,210,1245,0,0,20
29379857,1275,137,0,0,0,0,0,0,0,0,0,0,87,24,109,0,568,0,0,0,0,0,0,0,24,0,0,80,115,144,485,0,97,0,21774,133,0,0,0,1116,1715,2784,6974,124868,0,22759,70,54,29,1232,1003,0,13,0,0,0,8,0,0,680,238,0,568,0,4,0,0,737,0,0,480
29379619,12720,0,0,0,6354,0,0,0,0,0,0,0,309,12,54,0,24,0,0,0,0,0,0,0,0,0,0,96,144,72,8,0,0,0,0,526,0,0,0,0,16,140,15747,22,0,30414,48,96,0,33,4366,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,20,110,0,0,0
29378967,48436,8304,12,234,2092,0,0,0,0,0,0,0,2075,450,3574,0,440,0,0,16,653,0,24,0,306,0,64,56,772,0,32,102,23,0,553,0,15680,0,0,1128,29166,7640,9270,48633,0,86901,1213,0,0,1297,26775,0,3447,6852,0,0,55,44,0,0,6,54,164,0,0,0,0,0,0,0,0
29379694,216,30,0,0,0,0,0,0,0,0,0,0,107,6,198,0,96,0,0,0,0,0,0,0,0,0,0,0,152,12,16,36,0,0,4561,52,0,0,0,198,139,1892,4909,4132,0,45606,160,0,0,42,818,139,3194,0,0,0,6,0,0,0,12,0,12,0,0,0,0,5,0,0,1556
29379696,971,476,5,703,346,0,0,0,0,0,0,36,86,324,467,30,440,312,0,0,240,0,42,24,42,25600,136,168,280,0,144,36,0,0,1933,88,59994,0,0,691,5693,24092,125639,11752,0,405024,128,0,80,12127,123559,0,2292,11830,0,0,13,2,0,500,142,286,564,248,804,0,53,12,0,0,73805
29379360,86,48,24,48,108,0,0,0,0,0,0,0,78,0,0,0,159,0,0,0,0,0,0,0,0,0,0,8,32,0,72,0,0,0,0,18,2432,0,0,0,0,832,373,0,0,13740,112,0,0,17,360,0,0,20,0,0,44,164,0,0,80,30,0,0,8,0,0,0,0,0,173
29379663,2583,1674,6,1254,330,0,72,0,0,0,302,18,1473,1067,931,201,167,2222,54,39,338,6,0,6,53,320,104,0,273,46,48,6,0,0,2,84,5784,0,20,0,18130,3924,34091,0,0,98083,50,0,184,0,12750,0,346,336,4,486,0,0,0,40,0,0,0,0,400,0,0,0,0,0,0
29379650,917,0,12,354,907,283,20,0,1191,0,0,0,18,12,491,0,607,36,0,173,54,0,0,0,174,0,0,8,592,0,8,0,0,0,558,0,0,0,0,13,12,248,15438,6630,0,1793,176,294,0,337,351,0,15,0,0,36,0,0,0,60,0,48,0,0,0,0,0,0,0,0,173
29379859,1051,1854,6,5,2447,0,0,0,30,0,0,0,11,6,72,0,32,5,0,0,120,0,0,0,0,0,48,104,627,4765,72,0,0,0,78,3465,26624,0,0,11,21902,8576,45405,14131,0,16997,340,0,0,1178,3808,0,0,0,0,57,0,0,0,0,45422,30,96,0,4,20,43,4092,0,0,0
29379658,382370,187377,24,2088,48396,0,0,12,0,0,313,6,22089,1746,28509,520,293,1134,0,684,4698,24,30,36,114,8784,286,216,2062,100,360,660,289,1154,5130,150,41713,0,426,444,7152,43100,73985,0,5184,432493,1486,2574,3716,1068,436319,0,582,1864,270,2555,13,0,1120,0,6889,120,430,0,100,45,0,254,300,462,885
29431121,822,180,0,138,18,0,0,0,60,0,0,6,138,0,354,0,878,0,0,0,30,0,0,66,0,0,0,0,0,92,667,0,92,0,13021,32,0,0,0,844,788,4660,4930,44573,0,19136,56,0,96,48,285,35,0,0,0,0,216,4,4,0,1000,0,2500,8,0,0,0,698,0,0,0
29379668,15086,6368,6,30,12,0,0,0,0,0,0,12,2430,24,1684,0,8,0,0,0,24,18,0,0,60,324,0,0,80,0,8,0,0,24,2,0,0,0,0,0,53,3892,13120,1882,0,147773,0,0,0,793,87784,0,103,0,0,48,0,0,320,0,0,72,0,0,0,0,0,0,0,0,0
29563830,40937,33699,294,347,24697,82,0,30,36,0,325,0,7510,138,1229,0,45,48,0,0,1296,6,18,0,72,3628,56,40,74,401,397,402,5,0,1908,828,23408,0,0,795,18122,28388,342675,0,0,554498,88,7500,140,931,36316,37,5780,11176,0,0,624,0,0,57,632,603,1612,20,320,0,106,10,0,0,17280
29379236,19216,1973,66,168,364,0,0,0,0,0,0,36,417,42,1139,0,0,132,6,472,0,0,5,0,54,16820,0,0,264,0,0,0,0,0,62,82,0,0,0,8,3125,2900,61195,778,0,44498,104,0,69,923,28376,119,39,0,8,1263,40,0,80,12,180,72,856,0,0,220,0,84,0,0,0
29379661,159263,26269,0,2975,2384,0,0,0,0,0,0,378,3930,1245,8553,0,886,0,0,2093,1427,0,120,858,492,0,0,48,1607,4524,902,66,23,0,23102,1310,11520,0,0,9026,2697,15956,12731,88762,0,118762,430,20670,488,10943,44905,52,20,0,0,0,8,213,0,24,7197,12,260,92,276,0,109,1123,0,0,2324
29563832,700,45,30,794,1430,0,0,0,56,0,0,108,213,300,60,42,92,155,126,186,909,0,36,351,117,220,88,64,104,54,223,38,262,0,9715,270,3203,0,0,1208,7225,4576,123811,9214,0,100193,65,0,64,535,56979,480,0,0,0,0,109,44,4,184,3583,463,384,76,60,0,0,250,0,0,173
29379377,238,68,0,60,11,0,0,0,0,0,0,0,400,12,44,0,128,0,0,40,270,0,0,0,12,0,0,0,88,0,80,0,0,0,602,0,0,0,0,125,35,52,545,1175,0,1738,32,0,0,74,608,12,175,20,0,0,0,0,0,21,84,0,201,20,4,0,0,91,0,0,0
29379826,3819,299,0,90,299,0,0,0,0,18,24,358,24,84,162,322,354,185,143,18,84,108,50,32,131,0,8,8,920,425,104,42,57,0,48706,822,0,95,36,2402,16740,10720,23643,147167,0,46580,192,24,116,228,440,0,0,0,0,2333,1269,25,691,13,15682,0,316,0,0,0,0,7279,0,0,0
29379608,1502,3904,0,18,234,0,0,0,0,0,0,6,264,0,30,0,40,0,0,0,0,0,0,0,36,5200,0,0,64,0,0,18,0,0,4,0,15160,0,0,8,1233,844,5296,0,980,85529,72,0,80,2,194,0,0,0,4,166,0,0,0,4,140,60,0,0,0,0,0,111,0,0,22
29379437,572,443,0,348,339,0,0,0,0,0,0,0,139,36,198,0,288,96,0,0,210,0,0,0,0,0,0,0,114,106,88,0,92,54,491,287,0,0,0,56,88,24,106,10,0,1350,152,24,0,61,14329,0,129,0,0,0,0,0,0,0,60,12,0,0,0,0,0,99,0,0,20
29630747,1651,0,0,0,0,0,0,0,0,0,0,0,66,24,1103,0,518,0,0,0,0,0,0,0,0,0,117,24,1268,429,562,0,46,0,7987,453,16589,0,0,1273,2056,1748,881,0,0,329,1509,0,0,846,47135,0,1151,0,0,0,0,0,0,123,992,0,4,0,17,0,0,83,0,0,480
29379671,54346,5367,294,2190,2728,2101,271,5,406009,0,0,0,664,0,1679,0,2422,294,0,20,4070,0,198,48,1197,0,326,24,21462,0,391,0,0,0,1651,0,1360,6,0,0,0,740,106926,7139,0,6660,286,0,0,248,756,0,0,0,0,0,0,0,0,0,0,897,0,0,4,0,0,0,0,0,77
29379828,44235,13035,12,2270,2708,0,0,0,12,0,473,810,8333,864,1813,337,77,1956,0,658,4110,2652,114,54,981,0,40,144,117,429,157,210,0,294,31530,1656,0,0,5,5462,158785,80260,106573,54991,720,286923,600,0,3264,7973,21482,305,13,2520,0,0,1003,2,4164,548,6505,84,9132,672,708,0,29,141,0,0,25364
29563836,115906,3060,2646,6579,4800,0,0,15,0,0,4,390,2763,336,4253,4,64,35,0,315,4316,0,2,306,615,0,48,32,64,149,24,48,46,0,1507,12,0,0,0,486,35223,5264,66968,172404,0,119250,368,21168,214,6875,13084,0,40441,1104,4,153,2,0,0,78,34,1248,453,13,5,0,0,91,0,0,15053
29379680,6477,579,0,366,24,0,0,0,0,0,0,0,1036,41,728,0,72,0,0,0,0,0,0,0,132,0,0,0,652,162,32,0,0,0,724,82,0,0,0,13,258,656,784,0,0,26446,218,150,92,112,119517,0,9389,0,0,0,0,0,0,0,122,0,110,0,0,0,0,337,0,0,692
29379627,110927,21805,6,3311,14158,0,1135,294,0,0,473,1277,12259,1158,5662,3642,232,2982,84,6297,6535,608,228,5,544,1136,120,40,582,88,208,341,23,0,4969,252,5120,0,5,646,5512,5260,63471,0,0,181019,245,33222,328,2705,43057,0,115,1152,0,0,0,0,0,0,138,12,0,0,80,0,0,230,0,0,4916
29379901,12059,2940,0,60,3822,0,0,0,0,0,0,0,2340,108,552,189,200,6,0,0,18,0,0,0,156,0,0,0,326,1643,136,0,0,0,2547,1649,20480,0,0,430,15988,11344,422482,16230,80,130905,72,6,400,3715,28815,0,0,0,0,720,44,11,0,2560,1251,6,0,160,1844,45,137,2734,0,0,692
29379672,75971,32140,24,288,6810,0,0,0,234,0,0,0,4126,18,132,88,463,0,0,0,66,0,72,0,0,0,0,16,2854,12,64,0,0,0,0,0,6360,0,0,0,0,5136,64894,3976,0,209427,1848,6,0,67,15,0,0,5140,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,480
29379819,1899,77,12,991,65,0,0,0,0,0,0,870,140,66,409,0,232,216,0,46,682,0,0,480,0,0,72,8,30,30,144,0,15,0,48651,441,124,0,0,2214,39500,4784,20440,96231,0,206220,90,0,1120,14371,1658,0,215,0,0,768,944,147,101,84,105,54,873,128,116,0,25,686,0,0,0
29379620,14204,1944,96,30,52137,0,0,0,0,0,0,0,1901,210,659,0,88,18,0,0,18,0,54,0,48,0,32,40,1144,686,40,0,46,0,6707,4943,38400,0,0,674,13313,25013,300341,2334,80,651900,189,1176,160,35393,73202,0,0,4896,0,45,66,0,0,1280,2166,486,560,480,3045,0,0,747,0,0,941
29379611,120808,30768,294,8332,0,0,0,0,0,0,0,6,7755,785,8396,0,0,294,0,3857,2296,0,0,0,36,9120,350,56,1445,0,0,60,0,0,11159,36,20572,0,0,10,9792,14708,26016,129732,0,269852,160,21168,3252,1884,35936,28,12365,16564,0,4548,0,0,324,0,88,892,0,0,324,0,0,91,0,0,3764
29596966,112565,11420,294,8947,10463,0,0,24,24,0,215,486,16946,1235,4146,0,1218,3827,299,20,4520,2646,0,138,180,0,120,112,72,110,606,762,0,0,8329,469,0,0,593,927,17231,25524,261409,55898,0,307453,1111,0,404,2111,17840,0,4140,3552,0,0,567,400,644,0,614,730,1784,0,160,0,0,513,0,0,4916
29378895,4713,114,12,666,42,0,0,54,78,0,0,6,6,6,348,0,291,12,0,0,78,0,0,0,42,0,40,104,1442,12,24,0,0,24,8530,0,788,0,0,29,1530,248,10214,6507,80,419,18,6,0,581,7,0,530,0,911,1281,0,0,80,0,35,18,1452,0,4,450,0,7,0,0,173
29379690,562,756,0,0,508,0,0,0,119,0,0,0,222,0,0,0,168,0,0,0,0,0,0,0,0,0,0,56,794,869,152,0,0,0,1773,1714,0,0,0,48,690,4064,120259,692,0,2346,544,0,0,0,14450,0,0,0,0,0,0,0,0,0,748,0,160,0,0,0,0,2591,0,0,0
29379849,230929,14117,54,138,4121,0,0,0,0,0,0,60,7073,0,4410,0,598,72,0,224,1242,0,0,84,48,0,312,56,1144,2055,1034,162,115,0,88205,3288,69584,0,0,7361,62374,174320,42822,669972,0,863300,676,0,4564,52957,476,605,214,3920,0,10425,1332,665,80,1876,15761,372,7848,1844,4016,0,214,31804,0,0,1643
29379058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,32,1062,219,240,0,0,0,2556,441,0,0,0,258,13,4,0,25,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,170,0,0,0
29379850,1681,54,6,30,0,0,0,6,0,0,0,0,766,20,514,0,352,0,0,0,0,0,0,72,189,0,0,26,160,36,38,0,27,0,4794,42,0,0,0,892,4048,6084,1819,51117,0,21774,62,24,194,4085,534,0,0,0,0,0,70,521,4,312,179,14,14,65,273,0,0,465,0,0,480
29379657,30301,7478,12,1655,3288,0,0,0,0,0,64,0,1587,306,1239,176,392,408,270,265,1482,0,48,0,174,0,0,32,136,174,88,192,50,0,2546,303,5120,0,0,235,6404,5204,17289,17551,0,158153,240,0,400,5814,26844,59,0,600,0,0,24,0,0,80,81,42,564,240,80,0,0,63,0,0,0
